currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.rt,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,blockHappyResp.rt,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,1,1,-0.3,,,,,,,,,0,0,0,0,0,23,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.51,-0.49,-12.180000000000001,19.04,-0.3,-19.34,-9.82,gamble,win,-0.3,80.16666666666669,487.2664425918483,None,487.2664425918483,None,487.2664425918483,None,487.2664425918483,None,487.2664425918483,None,487.2664425918483,None,487.2664425918483,None,1,2.1344964363379404,487.2664425918483,None,489.4340059632668,None,489.4340059632668,None,489.4340059632668,None,489.4340059632668,None,489.4340059632668,None,489.4340059632668,None,489.4340059632668,None,493.4355438114144,None,493.4355438114144,None,493.4355438114144,None,493.4355438114144,None,493.4355438114144,None,493.4355438114144,None,493.4355438114144,None,502.9225012207753,None,494.4192700117128,None,495.41969719179906,None,0.52,7.502561160305049,498.42081649950705,None,None,498.42081649950705,None,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,1,1,0.1,,,,,,,,,0,0,0,0,0,24,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.52,-0.48,-12.660000000000002,19.380000000000003,0.1,-19.28,-9.59,gamble,win,0.1,80.26666666666668,504.9400060029584,None,504.9400060029584,None,504.9400060029584,None,504.9400060029584,None,504.9400060029584,None,504.9400060029584,None,504.9400060029584,None,1,2.1177663379348814,504.9400060029584,None,507.09081015735865,None,507.09081015735865,None,507.09081015735865,None,507.09081015735865,None,507.09081015735865,None,507.09081015735865,None,507.09081015735865,None,511.0923300863942,None,511.0923300863942,None,511.0923300863942,None,511.0923300863942,None,511.0923300863942,None,511.0923300863942,None,511.0923300863942,None,512.0761468424462,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,1,1,3.9,,,,,,,,,0,0,0,0,0,25,25,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.52,-0.48,-13.140000000000002,19.860000000000003,3.9,-15.960000000000003,-6.030000000000001,certain,certain,-6.030000000000001,74.23666666666668,514.0935178708751,None,514.0935178708751,None,514.0935178708751,None,514.0935178708751,None,514.0935178708751,None,514.0935178708751,None,514.0935178708751,None,3,1.8843708421918564,514.0935178708751,None,516.0109914864879,None,516.0109914864879,None,516.0109914864879,None,516.0109914864879,None,516.0109914864879,None,516.0109914864879,None,516.0109914864879,None,520.0125373342889,None,520.0125373342889,None,520.0125373342889,None,520.0125373342889,None,520.0125373342889,None,520.0125373342889,None,520.0125373342889,None,520.9962942531565,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,1,1,0.3,,,,,,,,,0,0,0,0,0,26,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.52,-0.48,-13.620000000000003,-2.8150000000000004,0.3,-2.5150000000000006,-1.1075000000000004,gamble,lose,-2.5150000000000006,71.72166666666668,523.0136512022582,None,523.0136512022582,None,523.0136512022582,None,523.0136512022582,None,523.0136512022582,None,523.0136512022582,None,523.0136512022582,None,1,2.267839646548964,523.0136512022582,None,525.3145558639662,None,525.3145558639662,None,525.3145558639662,None,525.3145558639662,None,525.3145558639662,None,525.3145558639662,None,525.3145558639662,None,529.2994228110183,None,529.2994228110183,None,529.2994228110183,None,529.2994228110183,None,529.2994228110183,None,529.2994228110183,None,529.2994228110183,None,538.8031538366922,None,530.2998551108176,None,531.3001939749811,None,0.52,7.502873465709854,534.301349440997,None,None,534.301349440997,None,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,-0.3,,,,,,,,,0,1,1,1,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.8884157732246,None,0.52,6.267910043243319,546.9062859783298,None,4,546.9062859783298,None,550.1574688031105,None,False,True,True,0.52,0.52,0.52,-7.800000000000001,-0.3,-8.100000000000001,-4.200000000000001,gamble,lose,-8.100000000000001,63.62166666666668,553.1920854257769,None,553.1920854257769,None,553.1920854257769,None,553.1920854257769,None,553.1920854257769,None,553.1920854257769,None,553.1920854257769,None,1,2.184437783085741,553.1920854257769,None,555.4095891840407,None,555.4095891840407,None,555.4095891840407,None,555.4095891840407,None,555.4095891840407,None,555.4095891840407,None,555.4095891840407,None,559.4111065531033,None,559.4111065531033,None,559.4111065531033,None,559.4111065531033,None,559.4111065531033,None,559.4111065531033,None,559.4111065531033,None,560.3948740315391,None,,,,,,,,,,,,540.8039285204723,None,4,3.0681395365390927,540.8039285204723,None,3.2347615119069815,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,1.1,,,,,,,,,0,1,1,1,0,1,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.52,0.52,1.04,1.9066666666666667,0.275,-1.6316666666666668,-0.6783333333333335,gamble,win,0.275,63.896666666666675,562.4123320958461,None,562.4123320958461,None,562.4123320958461,None,562.4123320958461,None,562.4123320958461,None,562.4123320958461,None,562.4123320958461,None,1,2.101010960759595,562.4123320958461,None,564.5464314307319,None,564.5464314307319,None,564.5464314307319,None,564.5464314307319,None,564.5464314307319,None,564.5464314307319,None,564.5464314307319,None,568.5313614148181,None,568.5313614148181,None,568.5313614148181,None,568.5313614148181,None,568.5313614148181,None,568.5313614148181,None,568.5313614148181,None,578.0349980448955,None,569.531747316767,None,570.5321418583626,None,0.49,7.502781630028039,573.5332362072077,None,None,573.5332362072077,None,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,7.5,,,,,,,,,0,1,1,1,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.49,0.49,1.53,1.8424999999999998,1.875,0.032500000000000195,0.9537500000000001,gamble,win,1.875,65.77166666666668,580.0524913076079,None,580.0524913076079,None,580.0524913076079,None,580.0524913076079,None,580.0524913076079,None,580.0524913076079,None,580.0524913076079,None,1,1.3841353331808932,580.0524913076079,None,581.46970381547,None,581.46970381547,None,581.46970381547,None,581.46970381547,None,581.46970381547,None,581.46970381547,None,581.46970381547,None,585.4545445237309,None,585.4545445237309,None,585.4545445237309,None,585.4545445237309,None,585.4545445237309,None,585.4545445237309,None,585.4545445237309,None,586.4549598643207,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,11.7,,,,,,,,,0,1,1,1,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.49,0.49,2.02,-8.879999999999999,11.7,2.8200000000000003,1.4100000000000001,gamble,lose,2.8200000000000003,68.59166666666667,588.4723766506067,None,588.4723766506067,None,588.4723766506067,None,588.4723766506067,None,588.4723766506067,None,588.4723766506067,None,588.4723766506067,None,1,1.2007295018993318,588.4723766506067,None,589.7061942066066,None,589.7061942066066,None,589.7061942066066,None,589.7061942066066,None,589.7061942066066,None,589.7061942066066,None,589.7061942066066,None,593.7077717329375,None,593.7077717329375,None,593.7077717329375,None,593.7077717329375,None,593.7077717329375,None,593.7077717329375,None,593.7077717329375,None,603.1947646606131,None,594.6915132925496,None,595.6919062341913,None,0.52,7.502807228884194,598.6930069827358,None,None,598.6930069827358,None,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,4.5,,,,,,,,,0,1,1,1,0,4,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.52,0.52,2.54,-9.82,4.5,-5.32,-0.41000000000000014,certain,certain,-0.41000000000000014,68.18166666666667,605.2122611231753,None,605.2122611231753,None,605.2122611231753,None,605.2122611231753,None,605.2122611231753,None,605.2122611231753,None,605.2122611231753,None,3,2.234287934086751,605.2122611231753,None,607.4797702251817,None,607.4797702251817,None,607.4797702251817,None,607.4797702251817,None,607.4797702251817,None,607.4797702251817,None,607.4797702251817,None,611.4813144730288,None,611.4813144730288,None,611.4813144730288,None,611.4813144730288,None,611.4813144730288,None,611.4813144730288,None,611.4813144730288,None,612.4650617923471,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,-1.5,,,,,,,,,0,1,1,1,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.52,0.52,3.06,-10.34,-1.5,-11.84,-6.67,gamble,lose,-11.84,56.34166666666667,614.4824788986007,None,614.4824788986007,None,614.4824788986007,None,614.4824788986007,None,614.4824788986007,None,614.4824788986007,None,614.4824788986007,None,None,,614.4824788986007,None,617.4836420442443,None,617.4836420442443,None,617.4836420442443,None,617.4836420442443,None,617.4836420442443,None,617.4836420442443,None,617.4836420442443,None,621.4852221304318,None,621.4852221304318,None,621.4852221304318,None,621.4852221304318,None,621.4852221304318,None,621.4852221304318,None,621.4852221304318,None,622.4689624101156,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,4.1,,,,,,,,,0,1,1,1,0,6,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.52,0.52,3.58,-10.86,4.1,-6.76,-1.33,gamble,lose,-6.76,49.58166666666667,624.4864086350426,None,624.4864086350426,None,624.4864086350426,None,624.4864086350426,None,624.4864086350426,None,624.4864086350426,None,624.4864086350426,None,1,2.551086253253743,624.4864086350426,None,627.0707477346878,None,627.0707477346878,None,627.0707477346878,None,627.0707477346878,None,627.0707477346878,None,627.0707477346878,None,627.0707477346878,None,631.0722260656185,None,631.0722260656185,None,631.0722260656185,None,631.0722260656185,None,631.0722260656185,None,631.0722260656185,None,631.0722260656185,None,640.5593156287796,None,632.0560165829374,None,633.0564082446508,None,0.52,7.502775550354272,636.0575022735284,None,None,636.0575022735284,None,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,6.1,,,,,,,,,0,1,1,1,0,7,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.52,0.52,4.1,2.1616666666666666,1.525,-0.6366666666666667,0.4441666666666666,gamble,win,1.525,51.10666666666667,642.576770493295,None,642.576770493295,None,642.576770493295,None,642.576770493295,None,642.576770493295,None,642.576770493295,None,642.576770493295,None,1,1.650862071721349,642.576770493295,None,644.2607276588096,None,644.2607276588096,None,644.2607276588096,None,644.2607276588096,None,644.2607276588096,None,644.2607276588096,None,644.2607276588096,None,648.2456282042549,None,648.2456282042549,None,648.2456282042549,None,648.2456282042549,None,648.2456282042549,None,648.2456282042549,None,648.2456282042549,None,649.2460016268305,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,7.9,,,,,,,,,0,1,1,1,0,8,8,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.52,0.52,4.619999999999999,-11.899999999999999,7.9,-3.9999999999999982,1.950000000000001,certain,certain,1.950000000000001,53.05666666666667,651.2634132933454,None,651.2634132933454,None,651.2634132933454,None,651.2634132933454,None,651.2634132933454,None,651.2634132933454,None,651.2634132933454,None,3,2.0844571741763502,651.2634132933454,None,653.3809047641698,None,653.3809047641698,None,653.3809047641698,None,653.3809047641698,None,653.3809047641698,None,653.3809047641698,None,653.3809047641698,None,657.3824982896913,None,657.3824982896913,None,657.3824982896913,None,657.3824982896913,None,657.3824982896913,None,657.3824982896913,None,657.3824982896913,None,666.8695289756288,None,658.3662260899437,None,659.3666055921931,None,0.52,7.502824828028679,662.3677677779342,None,None,662.3677677779342,None,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,0.3,,,,,,,,,0,1,1,1,0,9,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.52,0.52,5.139999999999999,-12.419999999999998,0.3,-12.119999999999997,-5.909999999999998,gamble,lose,-12.119999999999997,40.936666666666675,668.8869739206275,None,668.8869739206275,None,668.8869739206275,None,668.8869739206275,None,668.8869739206275,None,668.8869739206275,None,668.8869739206275,None,1,1.4174038589117117,668.8869739206275,None,670.3374879126204,None,670.3374879126204,None,670.3374879126204,None,670.3374879126204,None,670.3374879126204,None,670.3374879126204,None,670.3374879126204,None,674.3223695789347,None,674.3223695789347,None,674.3223695789347,None,674.3223695789347,None,674.3223695789347,None,674.3223695789347,None,674.3223695789347,None,675.3227538809879,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,3.9,,,,,,,,,0,1,1,1,0,10,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.52,0.52,5.659999999999998,-12.939999999999998,3.9,-9.039999999999997,-2.5699999999999985,gamble,lose,-9.039999999999997,31.896666666666675,677.3402061855886,None,677.3402061855886,None,677.3402061855886,None,677.3402061855886,None,677.3402061855886,None,677.3402061855886,None,677.3402061855886,None,1,2.7012913957005367,677.3402061855886,None,680.0745993947494,None,680.0745993947494,None,680.0745993947494,None,680.0745993947494,None,680.0745993947494,None,680.0745993947494,None,680.0745993947494,None,684.076231318526,None,684.076231318526,None,684.076231318526,None,684.076231318526,None,684.076231318526,None,684.076231318526,None,684.076231318526,None,685.059919440595,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,0.7,,,,,,,,,0,1,1,1,0,11,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.52,0.52,6.179999999999998,-13.459999999999997,0.7,-12.759999999999998,-6.029999999999999,gamble,lose,-12.759999999999998,19.136666666666677,687.0773525460972,None,687.0773525460972,None,687.0773525460972,None,687.0773525460972,None,687.0773525460972,None,687.0773525460972,None,687.0773525460972,None,1,1.8175986018031836,687.0773525460972,None,688.9280116833397,None,688.9280116833397,None,688.9280116833397,None,688.9280116833397,None,688.9280116833397,None,688.9280116833397,None,688.9280116833397,None,692.9296413671691,None,692.9296413671691,None,692.9296413671691,None,692.9296413671691,None,692.9296413671691,None,692.9296413671691,None,692.9296413671691,None,702.4166586137144,None,693.9133550880942,None,694.9137438699254,None,0.48,7.502764990844298,697.9148452584632,None,None,697.9148452584632,None,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,8.3,,,,,,,,,0,1,1,1,0,12,12,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.48,0.48,6.659999999999998,-13.379999999999999,8.3,-5.079999999999998,1.6100000000000012,gamble,lose,-5.079999999999998,14.056666666666679,704.4341096384451,None,704.4341096384451,None,704.4341096384451,None,704.4341096384451,None,704.4341096384451,None,704.4341096384451,None,704.4341096384451,None,1,1.7509297165670432,704.4341096384451,None,706.2181306089624,None,706.2181306089624,None,706.2181306089624,None,706.2181306089624,None,706.2181306089624,None,706.2181306089624,None,706.2181306089624,None,710.2030097154202,None,710.2030097154202,None,710.2030097154202,None,710.2030097154202,None,710.2030097154202,None,710.2030097154202,None,710.2030097154202,None,711.2033975372906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,-0.5,,,,,,,,,0,1,1,1,0,13,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.48,0.48,7.139999999999999,-13.86,-0.5,-14.36,-7.43,gamble,lose,-14.36,-0.30333333333332035,713.2207944844849,None,713.2207944844849,None,713.2207944844849,None,713.2207944844849,None,713.2207944844849,None,713.2207944844849,None,713.2207944844849,None,1,1.4676123931421898,713.2207944844849,None,714.7214283748763,None,714.7214283748763,None,714.7214283748763,None,714.7214283748763,None,714.7214283748763,None,714.7214283748763,None,714.7214283748763,None,718.7229953416972,None,718.7229953416972,None,718.7229953416972,None,718.7229953416972,None,718.7229953416972,None,718.7229953416972,None,718.7229953416972,None,728.2100013887393,None,719.706691143394,None,720.7070853650221,None,0.49,7.50282226811396,723.7082401910448,None,None,723.7082401910448,None,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,0.9,,,,,,,,,0,1,1,1,0,14,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.49,0.49,7.629999999999999,2.350833333333333,0.225,-2.125833333333333,-0.9504166666666665,gamble,win,0.225,-0.07833333333332035,730.2274482536595,None,730.2274482536595,None,730.2274482536595,None,730.2274482536595,None,730.2274482536595,None,730.2274482536595,None,730.2274482536595,None,1,1.4673224867437966,730.2274482536595,None,731.7280219868408,None,731.7280219868408,None,731.7280219868408,None,731.7280219868408,None,731.7280219868408,None,731.7280219868408,None,731.7280219868408,None,735.7295883136685,None,735.7295883136685,None,735.7295883136685,None,735.7295883136685,None,735.7295883136685,None,735.7295883136685,None,735.7295883136685,None,736.7133020345354,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,1.9,,,,,,,,,0,1,1,1,0,15,15,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.49,0.49,8.12,-14.979999999999999,1.9,-13.079999999999998,-5.589999999999999,gamble,lose,-13.079999999999998,-13.158333333333319,738.7307373799849,None,738.7307373799849,None,738.7307373799849,None,738.7307373799849,None,738.7307373799849,None,738.7307373799849,None,738.7307373799849,None,1,1.2173364059999585,738.7307373799849,None,739.9811842390918,None,739.9811842390918,None,739.9811842390918,None,739.9811842390918,None,739.9811842390918,None,739.9811842390918,None,739.9811842390918,None,743.9827409663703,None,743.9827409663703,None,743.9827409663703,None,743.9827409663703,None,743.9827409663703,None,743.9827409663703,None,743.9827409663703,None,753.4698036508053,None,744.9665026850416,None,745.9668908268795,None,0.47,7.502844347152859,748.9679886956001,None,None,748.9679886956001,None,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,7.7,,,,,,,,,0,1,1,1,0,16,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.47,0.47,8.59,2.3608333333333333,1.925,-0.4358333333333333,0.7445833333333334,certain,certain,0.7445833333333334,-12.413749999999986,755.4872540355427,None,755.4872540355427,None,755.4872540355427,None,755.4872540355427,None,755.4872540355427,None,755.4872540355427,None,755.4872540355427,None,3,1.6508230335311964,755.4872540355427,None,757.1711680030567,None,757.1711680030567,None,757.1711680030567,None,757.1711680030567,None,757.1711680030567,None,757.1711680030567,None,757.1711680030567,None,761.1727407295839,None,761.1727407295839,None,761.1727407295839,None,761.1727407295839,None,761.1727407295839,None,761.1727407295839,None,761.1727407295839,None,762.1564570103656,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,10.5,,,,,,,,,0,1,1,1,0,17,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.47,0.47,9.06,-15.64,10.5,-5.140000000000001,-2.5700000000000003,gamble,lose,-5.140000000000001,-17.553749999999987,764.1739016353386,None,764.1739016353386,None,764.1739016353386,None,764.1739016353386,None,764.1739016353386,None,764.1739016353386,None,764.1739016353386,None,1,1.3174245299305767,764.1739016353386,None,765.5244551774813,None,765.5244551774813,None,765.5244551774813,None,765.5244551774813,None,765.5244551774813,None,765.5244551774813,None,765.5244551774813,None,769.526025984087,None,769.526025984087,None,769.526025984087,None,769.526025984087,None,769.526025984087,None,769.526025984087,None,769.526025984087,None,770.5097525044112,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,-0.9,,,,,,,,,0,1,1,1,0,18,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.47,0.47,9.530000000000001,-16.11,-0.9,-17.009999999999998,-8.954999999999998,gamble,lose,-17.009999999999998,-34.563749999999985,772.5271897697239,None,772.5271897697239,None,772.5271897697239,None,772.5271897697239,None,772.5271897697239,None,772.5271897697239,None,772.5271897697239,None,None,,772.5271897697239,None,775.5283311564126,None,775.5283311564126,None,775.5283311564126,None,775.5283311564126,None,775.5283311564126,None,775.5283311564126,None,775.5283311564126,None,779.5299160423456,None,779.5299160423456,None,779.5299160423456,None,779.5299160423456,None,779.5299160423456,None,779.5299160423456,None,779.5299160423456,None,789.0169345688191,None,780.5136028844863,None,781.5139670274802,None,0.44,7.502865466114599,784.5151688913465,None,None,784.5151688913465,None,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
,,,2,0,0.5,,,,,,,,,0,1,1,1,0,19,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.44,0.44,9.97,-16.130000000000003,0.5,-15.630000000000003,-7.565000000000001,gamble,lose,-15.630000000000003,-50.19374999999999,791.0343817537068,None,791.0343817537068,None,791.0343817537068,None,791.0343817537068,None,791.0343817537068,None,791.0343817537068,None,791.0343817537068,None,1,1.3340445534558967,791.0343817537068,None,792.4015517994994,None,792.4015517994994,None,792.4015517994994,None,792.4015517994994,None,792.4015517994994,None,792.4015517994994,None,792.4015517994994,None,796.4031405252754,None,796.4031405252754,None,796.4031405252754,None,796.4031405252754,None,796.4031405252754,None,796.4031405252754,None,796.4031405252754,None,797.3868065684219,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23732,2019_Oct_09_1734,Mmi_3levels,3.1.5,59.95921047158436,
