currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.rt,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,participant,date,expName,psychopyVersion,frameRate,
1,black.png,"Welcome! You are about to play our gambling task.
This task has 3 blocks and takes about 15 minutes.",,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,60.57254308292431,None,60.57254308292431,None,60.57254308292431,None,4,1.2841377143267891,60.57254308292431,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
2,black.png,"In this game, you may win or lose points. Your goal is to get as many points as possible. These points will be converted to a cash bonus at the end.
Sometimes we will ask you to rate your mood.",,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,61.90636631493726,None,61.90636631493726,None,61.90636631493726,None,4,3.3516186175565963,61.90636631493726,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
3,black.png,"On the next screen, please rate how you feel about your life these days. Use the LEFT (green) and RIGHT (blue) buttons to move the slider (you can press and hold them to slide gradually) and the TOP (red) button to lock in your response.
Make your rating as accurately and quickly as you can!",,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,65.3410709165928,None,65.3410709165928,None,65.3410709165928,None,4,3.9352127395413845,65.3410709165928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.29265126381688,None,0.84,10.502799558162224,73.29418463708498,None,None,73.29418463708498,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
4,black.png,"In this game you can win money by earning points according to your choices. You will decide whether to gamble a number of points or stick with a guaranteed number of points. 
Make your choice by pressing the left or right arrow key once. An example of one trial is shown on the next screen.",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.83009667419174,None,79.83009667419174,None,79.83009667419174,None,4,1.7842804281153803,79.83009667419174,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
5,example_start.png,"The GAMBLING OPTION will be shown on the RIGHT SIDE. 
Select this option using the RIGHT (blue) button on your keypad.",,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.68085100936332,None,81.68085100936332,None,81.68085100936332,None,4,2.934773718649012,81.68085100936332,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
6,example_gamble.png,"Once you select the gambling choice, the choice you made will remain on the screen.",,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.64863129156583,None,84.64863129156583,None,84.64863129156583,None,4,1.1340872845212289,84.64863129156583,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
7,example_win.png,"The outcome you received will then be shown on the screen. In this example , you WON 10 points.",,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.81574881861161,None,85.81574881861161,None,85.81574881861161,None,4,1.317452744455295,85.81574881861161,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
8,example_start.png,"The GUARANTEED OPTION will be shown on the LEFT SIDE. You are 100% guaranteed to gain or lose this amount. In this example, you have a 100% chance of winning 1 point. Select this option using the LEFT (green) button on your keyboard.",,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.18296131752322,None,87.18296131752322,None,87.18296131752322,None,4,1.5342324302037014,87.18296131752322,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
9,example_certain.png,"Once you select the guaranteed choice, your selection will remain on the screen.",,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.75023934958335,None,88.75023934958335,None,88.75023934958335,None,4,1.2174574162527279,88.75023934958335,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
10,black.png,"Please make your choices as fast as possible.
You will be given a break at the end of each block.
Let's play!",,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.00072956824988,None,90.00072956824988,None,90.00072956824988,None,4,3.4348537151654455,90.00072956824988,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.45208944506703,None,space,545.2635712493793,93.45208944506703,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,11.5,,,,,,,,,0,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.7321934149422,None,0.68,7.495754424766346,641.7499510421312,None,None,641.7499510421312,None,646.2350460907946,None,True,True,True,0.68,-0.31999999999999995,-0.31999999999999995,4.8,11.5,6.7,3.35,gamble,win,11.5,11.5,649.2695309900118,None,649.2695309900118,None,649.2695309900118,None,649.2695309900118,None,649.2695309900118,None,649.2695309900118,None,649.2695309900118,None,1,2.117766074819883,649.2695309900118,None,651.4203721054055,None,651.4203721054055,None,651.4203721054055,None,651.4203721054055,None,651.4203721054055,None,651.4203721054055,None,651.4203721054055,None,655.40526172301,None,655.40526172301,None,655.40526172301,None,655.40526172301,None,655.40526172301,None,655.40526172301,None,655.40526172301,None,656.4057087435558,None,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,8.5,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.68,-0.31999999999999995,-0.6399999999999999,-1.1733333333333331,8.5,7.326666666666667,3.6633333333333336,gamble,lose,7.326666666666667,18.826666666666668,658.423169423666,None,658.423169423666,None,658.423169423666,None,658.423169423666,None,658.423169423666,None,658.423169423666,None,658.423169423666,None,1,1.3507450555753167,658.423169423666,None,659.8070483972533,None,659.8070483972533,None,659.8070483972533,None,659.8070483972533,None,659.8070483972533,None,659.8070483972533,None,659.8070483972533,None,663.7919533741897,None,663.7919533741897,None,663.7919533741897,None,663.7919533741897,None,663.7919533741897,None,663.7919533741897,None,663.7919533741897,None,664.7923200782297,None,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,9.7,,,,,,,,,0,0,0,0,0,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.68,-0.31999999999999995,-0.9599999999999999,-1.2,9.7,8.5,4.25,gamble,lose,8.5,27.326666666666668,666.8097276406534,None,666.8097276406534,None,666.8097276406534,None,666.8097276406534,None,666.8097276406534,None,666.8097276406534,None,666.8097276406534,None,1,1.0841380983092677,666.8097276406534,None,667.9102362265185,None,667.9102362265185,None,667.9102362265185,None,667.9102362265185,None,667.9102362265185,None,667.9102362265185,None,667.9102362265185,None,671.9117724796615,None,671.9117724796615,None,671.9117724796615,None,671.9117724796615,None,671.9117724796615,None,671.9117724796615,None,671.9117724796615,None,681.4154923177739,None,672.9121747021563,None,673.9125122874648,None,0.73,7.502942591938336,676.9137211948528,None,None,676.9137211948528,None,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,9.3,,,,,,,,,0,0,0,0,0,3,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.73,-0.27,-1.23,5.01,9.3,4.290000000000001,2.1450000000000005,gamble,win,9.3,36.626666666666665,683.432947238136,None,683.432947238136,None,683.432947238136,None,683.432947238136,None,683.432947238136,None,683.432947238136,None,683.432947238136,None,1,1.3674041705689888,683.432947238136,None,684.8334475683623,None,684.8334475683623,None,684.8334475683623,None,684.8334475683623,None,684.8334475683623,None,684.8334475683623,None,684.8334475683623,None,688.8183423057435,None,688.8183423057435,None,688.8183423057435,None,688.8183423057435,None,688.8183423057435,None,688.8183423057435,None,688.8183423057435,None,689.8187314088082,None,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,6.3,,,,,,,,,0,0,0,0,0,4,4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.73,-0.27,-1.5,5.28,6.3,1.0199999999999996,0.5099999999999998,gamble,win,6.3,42.92666666666666,691.8362455265942,None,691.8362455265942,None,691.8362455265942,None,691.8362455265942,None,691.8362455265942,None,691.8362455265942,None,691.8362455265942,None,1,1.4174666318522213,691.8362455265942,None,693.2868268772945,None,693.2868268772945,None,693.2868268772945,None,693.2868268772945,None,693.2868268772945,None,693.2868268772945,None,693.2868268772945,None,697.2716982556922,None,697.2716982556922,None,697.2716982556922,None,697.2716982556922,None,697.2716982556922,None,697.2716982556922,None,697.2716982556922,None,706.7920791287161,None,698.2720892786747,None,699.2724825415589,None,0.73,7.519589867450122,702.2736437710228,None,None,702.2736437710228,None,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,12.3,,,,,,,,,0,0,0,0,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.73,-0.27,-1.77,5.550000000000001,12.3,6.75,3.375,gamble,win,12.3,55.22666666666666,708.8095468485208,None,708.8095468485208,None,708.8095468485208,None,708.8095468485208,None,708.8095468485208,None,708.8095468485208,None,708.8095468485208,None,1,1.1340495261647447,708.8095468485208,None,709.9766688553718,None,709.9766688553718,None,709.9766688553718,None,709.9766688553718,None,709.9766688553718,None,709.9766688553718,None,709.9766688553718,None,713.9781779096975,None,713.9781779096975,None,713.9781779096975,None,713.9781779096975,None,713.9781779096975,None,713.9781779096975,None,713.9781779096975,None,714.962011573256,None,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,7.9,,,,,,,,,0,0,0,0,0,6,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.73,-0.27,-2.04,5.82,7.9,2.08,1.04,gamble,win,7.9,63.12666666666666,716.979355778436,None,716.979355778436,None,716.979355778436,None,716.979355778436,None,716.979355778436,None,716.979355778436,None,716.979355778436,None,1,1.6009373672059155,716.979355778436,None,718.6133835455475,None,718.6133835455475,None,718.6133835455475,None,718.6133835455475,None,718.6133835455475,None,718.6133835455475,None,718.6133835455475,None,722.598219725478,None,722.598219725478,None,722.598219725478,None,722.598219725478,None,722.598219725478,None,722.598219725478,None,722.598219725478,None,723.5986110684462,None,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,7.7,,,,,,,,,0,0,0,0,0,7,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.73,-0.27,-2.31,6.09,7.7,1.6100000000000003,0.8050000000000002,gamble,win,7.7,70.82666666666665,725.6160864679168,None,725.6160864679168,None,725.6160864679168,None,725.6160864679168,None,725.6160864679168,None,725.6160864679168,None,725.6160864679168,None,1,1.7176369284406974,725.6160864679168,None,727.3668089964722,None,727.3668089964722,None,727.3668089964722,None,727.3668089964722,None,727.3668089964722,None,727.3668089964722,None,727.3668089964722,None,731.3683692485702,None,731.3683692485702,None,731.3683692485702,None,731.3683692485702,None,731.3683692485702,None,731.3683692485702,None,731.3683692485702,None,740.8553474152795,None,732.3520886771003,None,733.3524825799577,None,0.74,7.5028571556558745,736.3536428494626,None,None,736.3536428494626,None,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,6.9,,,,,,,,,0,0,0,0,0,8,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.74,-0.26,-2.5700000000000003,6.210000000000001,6.9,0.6899999999999995,0.34499999999999975,gamble,win,6.9,77.72666666666666,742.8728218547931,None,742.8728218547931,None,742.8728218547931,None,742.8728218547931,None,742.8728218547931,None,742.8728218547931,None,742.8728218547931,None,1,1.6676090256551106,742.8728218547931,None,744.5735423994338,None,744.5735423994338,None,744.5735423994338,None,744.5735423994338,None,744.5735423994338,None,744.5735423994338,None,744.5735423994338,None,748.5584028983048,None,748.5584028983048,None,748.5584028983048,None,748.5584028983048,None,748.5584028983048,None,748.5584028983048,None,748.5584028983048,None,749.5587676824307,None,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,3.7,,,,,,,,,0,0,0,0,0,9,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.74,-0.26,-2.83,6.470000000000001,3.7,-2.7700000000000005,0.46499999999999986,gamble,win,3.7,81.42666666666666,751.5762840401185,None,751.5762840401185,None,751.5762840401185,None,751.5762840401185,None,751.5762840401185,None,751.5762840401185,None,751.5762840401185,None,1,1.0672975512097764,751.5762840401185,None,752.6767113495225,None,752.6767113495225,None,752.6767113495225,None,752.6767113495225,None,752.6767113495225,None,752.6767113495225,None,752.6767113495225,None,756.6615472094654,None,756.6615472094654,None,756.6615472094654,None,756.6615472094654,None,756.6615472094654,None,756.6615472094654,None,756.6615472094654,None,766.1653147255038,None,757.6620047895522,None,758.6623321353054,None,0.76,7.50296371101831,761.6635244034169,None,None,761.6635244034169,None,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,0.9,,,,,,,,,0,0,0,0,0,10,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.76,-0.24,-3.0700000000000003,6.43,0.9,-5.529999999999999,-2.3149999999999995,gamble,win,0.9,82.32666666666667,768.1827792454478,None,768.1827792454478,None,768.1827792454478,None,768.1827792454478,None,768.1827792454478,None,768.1827792454478,None,768.1827792454478,None,1,2.1843935751930985,768.1827792454478,None,770.4003016188726,None,770.4003016188726,None,770.4003016188726,None,770.4003016188726,None,770.4003016188726,None,770.4003016188726,None,770.4003016188726,None,774.3851496382867,None,774.3851496382867,None,774.3851496382867,None,774.3851496382867,None,774.3851496382867,None,774.3851496382867,None,774.3851496382867,None,775.3855883391952,None,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,1.3,,,,,,,,,0,0,0,0,0,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.76,-0.24,-3.3100000000000005,6.67,1.3,-5.37,-2.035,gamble,win,1.3,83.62666666666667,777.4030413396413,None,777.4030413396413,None,777.4030413396413,None,777.4030413396413,None,777.4030413396413,None,777.4030413396413,None,777.4030413396413,None,1,2.484561631878023,777.4030413396413,None,779.9206306541546,None,779.9206306541546,None,779.9206306541546,None,779.9206306541546,None,779.9206306541546,None,779.9206306541546,None,779.9206306541546,None,783.9055842689722,None,783.9055842689722,None,783.9055842689722,None,783.9055842689722,None,783.9055842689722,None,783.9055842689722,None,783.9055842689722,None,793.4092829880046,None,784.905989371342,None,785.9063659949516,None,0.76,7.502820357258315,788.9075313842332,None,None,788.9075313842332,None,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,4.3,,,,,,,,,0,0,0,0,0,12,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.76,-0.24,-3.5500000000000007,6.91,4.3,-2.6100000000000003,0.8449999999999998,gamble,win,4.3,87.92666666666666,795.4267430281434,None,795.4267430281434,None,795.4267430281434,None,795.4267430281434,None,795.4267430281434,None,795.4267430281434,None,795.4267430281434,None,1,1.951045650492233,795.4267430281434,None,797.4108793985288,None,797.4108793985288,None,797.4108793985288,None,797.4108793985288,None,797.4108793985288,None,797.4108793985288,None,797.4108793985288,None,801.4124476502784,None,801.4124476502784,None,801.4124476502784,None,801.4124476502784,None,801.4124476502784,None,801.4124476502784,None,801.4124476502784,None,802.396148519616,None,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,4.1,,,,,,,,,0,0,0,0,0,13,13,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.76,-0.24,-3.790000000000001,-1.1558333333333333,4.1,2.9441666666666664,1.4720833333333332,gamble,lose,2.9441666666666664,90.87083333333332,804.4136200792545,None,804.4136200792545,None,804.4136200792545,None,804.4136200792545,None,804.4136200792545,None,804.4136200792545,None,804.4136200792545,None,1,1.4841408501906699,804.4136200792545,None,805.9641746791185,None,805.9641746791185,None,805.9641746791185,None,805.9641746791185,None,805.9641746791185,None,805.9641746791185,None,805.9641746791185,None,809.9157355071911,None,809.9157355071911,None,809.9157355071911,None,809.9157355071911,None,809.9157355071911,None,809.9157355071911,None,809.9157355071911,None,810.9161604486962,None,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,13.7,,,,,,,,,0,0,0,0,0,14,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.76,-0.24,-4.030000000000001,7.390000000000001,13.7,6.309999999999999,3.1549999999999994,gamble,win,13.7,104.57083333333333,812.9335632113289,None,812.9335632113289,None,812.9335632113289,None,812.9335632113289,None,812.9335632113289,None,812.9335632113289,None,812.9335632113289,None,1,1.4008478351006488,812.9335632113289,None,814.3508432913004,None,814.3508432913004,None,814.3508432913004,None,814.3508432913004,None,814.3508432913004,None,814.3508432913004,None,814.3508432913004,None,818.3524006635234,None,818.3524006635234,None,818.3524006635234,None,818.3524006635234,None,818.3524006635234,None,818.3524006635234,None,818.3524006635234,None,827.87278857624,None,819.3528156854609,None,820.3531932690294,None,0.76,7.519443313827651,823.3542997808727,None,None,823.3542997808727,None,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,5.1,,,,,,,,,0,0,0,0,0,15,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.76,-0.24,-4.270000000000001,7.630000000000001,5.1,-2.530000000000001,1.2849999999999993,gamble,win,5.1,109.67083333333332,829.8902022183993,None,829.8902022183993,None,829.8902022183993,None,829.8902022183993,None,829.8902022183993,None,829.8902022183993,None,829.8902022183993,None,1,1.4508443792528851,829.8902022183993,None,831.3741174784063,None,831.3741174784063,None,831.3741174784063,None,831.3741174784063,None,831.3741174784063,None,831.3741174784063,None,831.3741174784063,None,835.3590598937135,None,835.3590598937135,None,835.3590598937135,None,835.3590598937135,None,835.3590598937135,None,835.3590598937135,None,835.3590598937135,None,836.3593968390487,None,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,9.9,,,,,,,,,0,0,0,0,0,16,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.76,-0.24,-4.510000000000002,7.870000000000001,9.9,2.0299999999999994,1.0149999999999997,gamble,win,9.9,119.57083333333333,838.3768562392161,None,838.3768562392161,None,838.3768562392161,None,838.3768562392161,None,838.3768562392161,None,838.3768562392161,None,838.3768562392161,None,1,1.000694049795129,838.3768562392161,None,839.4106506084845,None,839.4106506084845,None,839.4106506084845,None,839.4106506084845,None,839.4106506084845,None,839.4106506084845,None,839.4106506084845,None,843.3955274266464,None,843.3955274266464,None,843.3955274266464,None,843.3955274266464,None,843.3955274266464,None,843.3955274266464,None,843.3955274266464,None,852.8992581442853,None,844.3959306091001,None,845.3963238719844,None,0.78,7.502895233998061,848.3974646223396,None,None,848.3974646223396,None,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
,,,1,1,4.7,,,,,,,,,0,0,0,0,0,17,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.78,-0.21999999999999997,-4.730000000000001,7.8100000000000005,4.7,-3.1100000000000003,0.7949999999999999,gamble,win,4.7,124.27083333333333,854.9166561071252,None,854.9166561071252,None,854.9166561071252,None,854.9166561071252,None,854.9166561071252,None,854.9166561071252,None,854.9166561071252,None,1,1.5509005048097606,854.9166561071252,None,856.5006610912296,None,856.5006610912296,None,856.5006610912296,None,856.5006610912296,None,856.5006610912296,None,856.5006610912296,None,856.5006610912296,None,860.485547188986,None,860.485547188986,None,860.485547188986,None,860.485547188986,None,860.485547188986,None,860.485547188986,None,860.485547188986,None,861.4859410918434,None,,,,,,,,,,,,,,,,,,,,24128,2019_Nov_08_1114,Mmi_3levels,3.1.5,59.96396562303688,
