currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.rt,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.rt,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,choiceKey.rt,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,1,1,-0.7,,,,,,,,,0,0,0,0,0,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.6,-0.4,-0.8,6.4,-0.7,-7.1000000000000005,-3.9000000000000004,certain,certain,-3.9000000000000004,5.799999999999999,135.64134635624941,None,135.64134635624941,None,135.64134635624941,None,135.64134635624941,None,135.64134635624941,None,135.64134635624941,None,135.64134635624941,None,3,135.64134635624941,None,137.30865373968845,None,137.30865373968845,None,137.30865373968845,None,137.30865373968845,None,137.30865373968845,None,137.30865373968845,None,137.30865373968845,None,141.3102335058502,None,141.3102335058502,None,141.3102335058502,None,141.3102335058502,None,141.3102335058502,None,141.3102335058502,None,141.3102335058502,None,142.29394914669683,None,1.6342430081567727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24103,2019_Sep_04_1636,Mmi_3levels,3.1.5,60.067426157317406,
,,,1,1,2.1,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.6,-0.4,-1.2000000000000002,-1.5000000000000002,2.1,0.5999999999999999,1.35,certain,certain,1.35,7.149999999999999,144.31140305125155,None,144.31140305125155,None,144.31140305125155,None,144.31140305125155,None,144.31140305125155,None,144.31140305125155,None,144.31140305125155,None,3,144.31140305125155,None,145.84524179028813,None,145.84524179028813,None,145.84524179028813,None,145.84524179028813,None,145.84524179028813,None,145.84524179028813,None,145.84524179028813,None,149.8302024929435,None,149.8302024929435,None,149.8302024929435,None,149.8302024929435,None,149.8302024929435,None,149.8302024929435,None,149.8302024929435,None,159.33386280189734,None,1.500805722316727,150.83060503413435,None,151.83099381596548,None,0.6,7.5028481869376265,154.83215984149138,None,None,154.83215984149138,None,,,,,,,,,,,,,,,,,,,24103,2019_Sep_04_1636,Mmi_3levels,3.1.5,60.067426157317406,
,,,1,1,8.5,,,,,,,,,0,0,0,0,0,3,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.6,-0.4,-1.6,7.200000000000001,8.5,1.299999999999999,0.6499999999999995,gamble,win,8.5,15.649999999999999,161.3726443500491,None,161.3726443500491,None,161.3726443500491,None,161.3726443500491,None,161.3726443500491,None,161.3726443500491,None,161.3726443500491,None,1,161.3726443500491,None,163.28544554393739,None,163.28544554393739,None,163.28544554393739,None,163.28544554393739,None,163.28544554393739,None,163.28544554393739,None,163.28544554393739,None,167.27032209053868,None,167.27032209053868,None,167.27032209053868,None,167.27032209053868,None,167.27032209053868,None,167.27032209053868,None,167.27032209053868,None,168.27072015195154,None,1.8797153797349893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24103,2019_Sep_04_1636,Mmi_3levels,3.1.5,60.067426157317406,
,,,1,1,10.5,,,,,,,,,0,0,0,0,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.6,-0.4,-2.0,7.6000000000000005,10.5,2.8999999999999995,1.4499999999999997,gamble,win,10.5,26.15,170.2881615770748,None,170.2881615770748,None,170.2881615770748,None,170.2881615770748,None,170.2881615770748,None,170.2881615770748,None,170.2881615770748,None,1,170.2881615770748,None,171.52198649279308,None,171.52198649279308,None,171.52198649279308,None,171.52198649279308,None,171.52198649279308,None,171.52198649279308,None,171.52198649279308,None,175.52349842211697,None,175.52349842211697,None,175.52349842211697,None,175.52349842211697,None,175.52349842211697,None,175.52349842211697,None,175.52349842211697,None,185.01053774764296,None,1.2007381414878182,176.50725950079504,None,177.50765372242313,None,0.68,7.502838587388396,180.50881590810604,None,None,180.50881590810604,None,,,,,,,,,,,,,,,,,,,24103,2019_Sep_04_1636,Mmi_3levels,3.1.5,60.067426157317406,
,,,1,1,5.9,,,,,,,,,0,0,0,0,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.68,-0.31999999999999995,-2.32,6.799999999999999,5.9,-0.8999999999999986,-0.4499999999999993,gamble,win,5.9,32.05,187.02802845049882,None,187.02802845049882,None,187.02802845049882,None,187.02802845049882,None,187.02802845049882,None,187.02802845049882,None,187.02802845049882,None,1,187.02802845049882,None,188.81204046146013,None,188.81204046146013,None,188.81204046146013,None,188.81204046146013,None,188.81204046146013,None,188.81204046146013,None,188.81204046146013,None,192.79685941070784,None,192.79685941070784,None,192.79685941070784,None,192.79685941070784,None,192.79685941070784,None,192.79685941070784,None,192.79685941070784,None,193.79730738978833,None,1.7509229968418367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24103,2019_Sep_04_1636,Mmi_3levels,3.1.5,60.067426157317406,
,,,1,1,3.3,,,,,,,,,0,0,0,0,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.68,-0.31999999999999995,-2.6399999999999997,-1.3399999999999999,3.3,1.96,0.98,gamble,lose,1.96,34.01,195.81475489464356,None,195.81475489464356,None,195.81475489464356,None,195.81475489464356,None,195.81475489464356,None,195.81475489464356,None,195.81475489464356,None,1,195.81475489464356,None,196.98184212832712,None,196.98184212832712,None,196.98184212832712,None,196.98184212832712,None,196.98184212832712,None,196.98184212832712,None,196.98184212832712,None,200.96676187287085,None,200.96676187287085,None,200.96676187287085,None,200.96676187287085,None,200.96676187287085,None,200.96676187287085,None,200.96676187287085,None,201.96715865429724,None,1.133993099851068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24103,2019_Sep_04_1636,Mmi_3levels,3.1.5,60.067426157317406,
,,,1,1,2.3,,,,,,,,,0,0,0,0,0,7,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.68,-0.31999999999999995,-2.9599999999999995,7.4399999999999995,2.3,-5.14,-1.42,gamble,win,2.3,36.309999999999995,203.9846138388384,None,203.9846138388384,None,203.9846138388384,None,203.9846138388384,None,203.9846138388384,None,203.9846138388384,None,203.9846138388384,None,1,203.9846138388384,None,205.6019053189666,None,205.6019053189666,None,205.6019053189666,None,205.6019053189666,None,205.6019053189666,None,205.6019053189666,None,205.6019053189666,None,209.58671594859334,None,209.58671594859334,None,209.58671594859334,None,209.58671594859334,None,209.58671594859334,None,209.58671594859334,None,209.58671594859334,None,219.09048057271866,None,1.5842063059099019,210.58712616947014,None,211.58756294904742,None,0.59,7.502965941443108,214.5887353742728,None,None,214.5887353742728,None,,,,,,,,,,,,,,,,,,,24103,2019_Sep_04_1636,Mmi_3levels,3.1.5,60.067426157317406,
,,,1,1,9.9,,,,,,,,,0,0,0,0,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.59,-0.41000000000000003,-3.3699999999999997,-1.7158333333333333,9.9,8.184166666666666,4.092083333333333,gamble,lose,8.184166666666666,44.49416666666666,221.12921892286977,None,221.12921892286977,None,221.12921892286977,None,221.12921892286977,None,221.12921892286977,None,221.12921892286977,None,221.12921892286977,None,1,221.12921892286977,None,222.55850510660093,None,222.55850510660093,None,222.55850510660093,None,222.55850510660093,None,222.55850510660093,None,222.55850510660093,None,222.55850510660093,None,226.54337717336603,None,226.54337717336603,None,226.54337717336603,None,226.54337717336603,None,226.54337717336603,None,226.54337717336603,None,226.54337717336603,None,227.5437758747721,None,1.396195889741648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24103,2019_Sep_04_1636,Mmi_3levels,3.1.5,60.067426157317406,
,,,1,1,0.3,,,,,,,,,0,0,0,0,0,9,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.59,-0.41000000000000003,-3.78,9.52,0.3,-9.219999999999999,-4.459999999999999,certain,certain,-4.459999999999999,40.03416666666666,229.56122849939857,None,229.56122849939857,None,229.56122849939857,None,229.56122849939857,None,229.56122849939857,None,229.56122849939857,None,229.56122849939857,None,3,229.56122849939857,None,231.77875657647382,None,231.77875657647382,None,231.77875657647382,None,231.77875657647382,None,231.77875657647382,None,231.77875657647382,None,231.77875657647382,None,235.76358928508125,None,235.76358928508125,None,235.76358928508125,None,235.76358928508125,None,235.76358928508125,None,235.76358928508125,None,235.76358928508125,None,245.26733407011488,None,2.184259871370159,236.76402798458003,None,237.76441196666565,None,0.5,7.5029483422404155,240.76551975490293,None,None,240.76551975490293,None,,,,,,,,,,,,,,,,,,,24103,2019_Sep_04_1636,Mmi_3levels,3.1.5,60.067426157317406,
,,,1,1,7.5,,,,,,,,,0,0,0,0,0,10,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.5,-0.5,-4.279999999999999,11.28,7.5,-3.7799999999999994,1.8600000000000003,gamble,win,7.5,47.53416666666666,247.28478989459109,None,247.28478989459109,None,247.28478989459109,None,247.28478989459109,None,247.28478989459109,None,247.28478989459109,None,247.28478989459109,None,1,247.28478989459109,None,249.11883604794275,None,249.11883604794275,None,249.11883604794275,None,249.11883604794275,None,249.11883604794275,None,249.11883604794275,None,249.11883604794275,None,253.10371067462256,None,253.10371067462256,None,253.10371067462256,None,253.10371067462256,None,253.10371067462256,None,253.10371067462256,None,253.10371067462256,None,254.1041061761207,None,1.8009571392904036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24103,2019_Sep_04_1636,Mmi_3levels,3.1.5,60.067426157317406,
,,,1,1,-0.9,,,,,,,,,0,0,0,0,0,11,11,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.5,-0.5,-4.779999999999999,11.78,-0.9,-12.68,-6.79,certain,certain,-6.79,40.74416666666666,256.12149224383757,None,256.12149224383757,None,256.12149224383757,None,256.12149224383757,None,256.12149224383757,None,256.12149224383757,None,256.12149224383757,None,3,256.12149224383757,None,257.93892381346086,None,257.93892381346086,None,257.93892381346086,None,257.93892381346086,None,257.93892381346086,None,257.93892381346086,None,257.93892381346086,None,261.94048918032786,None,261.94048918032786,None,261.94048918032786,None,261.94048918032786,None,261.94048918032786,None,261.94048918032786,None,261.94048918032786,None,271.4275121865794,None,1.7843476752750576,262.92420386115555,None,263.9245814435417,None,0.51,7.502814908511937,266.9257596284733,None,None,266.9257596284733,None,,,,,,,,,,,,,,,,,,,24103,2019_Sep_04_1636,Mmi_3levels,3.1.5,60.067426157317406,
,,,1,1,0.5,,,,,,,,,0,0,0,0,0,12,12,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.51,-0.49,-5.27,12.129999999999999,0.5,-11.629999999999999,-5.5649999999999995,certain,certain,-5.5649999999999995,35.17916666666666,273.466252456652,None,273.466252456652,None,273.466252456652,None,273.466252456652,None,273.466252456652,None,273.466252456652,None,273.466252456652,None,3,273.466252456652,None,276.16268263943493,None,276.16268263943493,None,276.16268263943493,None,276.16268263943493,None,276.16268263943493,None,276.16268263943493,None,276.16268263943493,None,280.164224647393,None,280.164224647393,None,280.164224647393,None,280.164224647393,None,280.164224647393,None,280.164224647393,None,280.164224647393,None,281.14795628743013,None,2.663347888388671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24103,2019_Sep_04_1636,Mmi_3levels,3.1.5,60.067426157317406,
