currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.rt,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.rt,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.rt,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate
,,,3,1,9.7,,,,,,,,,0,2,2,2,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,0.73,-0.27,-0.54,4.32,9.7,5.38,2.69,gamble,win,9.7,-71.17208333,833.7339789,None,833.7339789,None,833.7339789,None,833.7339789,None,833.7339789,None,833.7339789,None,833.7339789,None,1,0.933905591,833.7339789,None,834.7009532,None,834.7009532,None,834.7009532,None,834.7009532,None,834.7009532,None,834.7009532,None,834.7009532,None,838.6857764,None,838.6857764,None,838.6857764,None,838.6857764,None,838.6857764,None,838.6857764,None,838.6857764,None,839.6861607,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,3,1,7.9,,,,,,,,,0,2,2,2,0,2,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,0.73,-0.27,-0.81,4.59,7.9,3.31,1.655,gamble,win,7.9,-63.27208333,841.7036033,None,841.7036033,None,841.7036033,None,841.7036033,None,841.7036033,None,841.7036033,None,841.7036033,None,1,0.750542851,841.7036033,None,842.487234,None,842.487234,None,842.487234,None,842.487234,None,842.487234,None,842.487234,None,842.487234,None,846.4720895,None,846.4720895,None,846.4720895,None,846.4720895,None,846.4720895,None,846.4720895,None,846.4720895,None,847.4725186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,3,1,10.5,,,,,,,,,0,2,2,2,0,3,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,0.73,-0.27,-1.08,4.86,10.5,5.64,2.82,gamble,win,10.5,-52.77208333,849.489909,None,849.489909,None,849.489909,None,849.489909,None,849.489909,None,849.489909,None,849.489909,None,1,0.750593089,849.489909,None,850.2735931,None,850.2735931,None,850.2735931,None,850.2735931,None,850.2735931,None,850.2735931,None,850.2735931,None,854.2584637,None,854.2584637,None,854.2584637,None,854.2584637,None,854.2584637,None,854.2584637,None,854.2584637,None,863.7620322,None,855.2587824,None,856.2591667,None,0.74,7.50282417,859.2603132,None,None,859.2603132,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,3,1,6.7,,,,,,,,,0,2,2,2,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,0.74,-0.26,-1.34,4.98,6.7,1.72,0.86,gamble,win,6.7,-46.07208333,865.7794664,None,865.7794664,None,865.7794664,None,865.7794664,None,865.7794664,None,865.7794664,None,865.7794664,None,1,1.400805589,865.7794664,None,867.2133551,None,867.2133551,None,867.2133551,None,867.2133551,None,867.2133551,None,867.2133551,None,867.2133551,None,871.1982381,None,871.1982381,None,871.1982381,None,871.1982381,None,871.1982381,None,871.1982381,None,871.1982381,None,872.1985962,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,3,1,10.3,,,,,,,,,0,2,2,2,0,5,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,0.74,-0.26,-1.6,-1.043333333,10.3,9.256666667,4.628333333,gamble,lose,9.256666667,-36.81541667,874.2160864,None,874.2160864,None,874.2160864,None,874.2160864,None,874.2160864,None,874.2160864,None,874.2160864,None,1,1.31739466,874.2160864,None,875.5665494,None,875.5665494,None,875.5665494,None,875.5665494,None,875.5665494,None,875.5665494,None,875.5665494,None,879.5513995,None,879.5513995,None,879.5513995,None,879.5513995,None,879.5513995,None,879.5513995,None,879.5513995,None,889.0550524,None,880.5517886,None,881.5521691,None,0.83,7.502848169,884.5533648,None,None,884.5533648,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,3,1,12.5,,,,,,,,,0,2,2,2,0,6,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,0.83,-0.17,-1.77,4.15,12.5,8.35,4.175,gamble,win,12.5,-24.31541667,891.093763,None,891.093763,None,891.093763,None,891.093763,None,891.093763,None,891.093763,None,891.093763,None,1,1.329486178,891.093763,None,892.4563361,None,892.4563361,None,892.4563361,None,892.4563361,None,892.4563361,None,892.4563361,None,892.4563361,None,896.4578685,None,896.4578685,None,896.4578685,None,896.4578685,None,896.4578685,None,896.4578685,None,896.4578685,None,897.4415775,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,3,1,2.7,,,,,,,,,0,2,2,2,0,7,7,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,0.83,-0.17,-1.94,4.32,2.7,-1.62,0.54,gamble,win,2.7,-21.61541667,899.4590089,None,899.4590089,None,899.4590089,None,899.4590089,None,899.4590089,None,899.4590089,None,899.4590089,None,1,2.084450234,899.4590089,None,901.5765412,None,901.5765412,None,901.5765412,None,901.5765412,None,901.5765412,None,901.5765412,None,901.5765412,None,905.5613935,None,905.5613935,None,905.5613935,None,905.5613935,None,905.5613935,None,905.5613935,None,905.5613935,None,915.065026,None,906.561733,None,907.5621161,None,0.81,7.502807211,910.5633096,None,None,910.5633096,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,3,1,6.5,,,,,,,,,0,2,2,2,0,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,0.81,-0.19,-2.13,4.79,6.5,1.71,0.855,gamble,win,6.5,-15.11541667,917.0824708,None,917.0824708,None,917.0824708,None,917.0824708,None,917.0824708,None,917.0824708,None,917.0824708,None,1,1.55082802,917.0824708,None,918.6663572,None,918.6663572,None,918.6663572,None,918.6663572,None,918.6663572,None,918.6663572,None,918.6663572,None,922.6512128,None,922.6512128,None,922.6512128,None,922.6512128,None,922.6512128,None,922.6512128,None,922.6512128,None,923.6517017,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,3,1,6.1,,,,,,,,,0,2,2,2,0,9,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,0.81,-0.19,-2.32,4.98,6.1,1.12,0.56,gamble,win,6.1,-9.015416667,925.6690854,None,925.6690854,None,925.6690854,None,925.6690854,None,925.6690854,None,925.6690854,None,925.6690854,None,1,1.617556635,925.6690854,None,927.3196928,None,927.3196928,None,927.3196928,None,927.3196928,None,927.3196928,None,927.3196928,None,927.3196928,None,931.3045653,None,931.3045653,None,931.3045653,None,931.3045653,None,931.3045653,None,931.3045653,None,931.3045653,None,932.3049531,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
,,,3,1,8.1,,,,,,,,,0,2,2,2,0,10,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,0.81,-0.19,-2.51,5.17,8.1,2.93,1.465,gamble,win,8.1,-0.915416667,934.322397,None,934.322397,None,934.322397,None,934.322397,None,934.322397,None,934.322397,None,934.322397,None,1,1.467466368,934.322397,None,935.8229716,None,935.8229716,None,935.8229716,None,935.8229716,None,935.8229716,None,935.8229716,None,935.8229716,None,939.8078569,None,939.8078569,None,939.8078569,None,939.8078569,None,939.8078569,None,939.8078569,None,939.8078569,None,949.3114574,None,940.8082038,None,941.8085897,None,0.84,7.502833449,944.809717,None,None,944.809717,None,,,,,,,,,,,,,,,,,,,24201,2019_Sep_24_1347,Mmi_3levels,3.1.5,60.06908058
