currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.rt,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,choiceKey.rt,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,3,1,5.9,,,,,,,,,0,2,2,2,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.43,-0.5700000000000001,-3.410000000000001,11.39,5.9,-5.49,0.20500000000000007,gamble,win,5.9,60.2095833333333,2591.937644392776,None,2591.937644392776,None,2591.937644392776,None,2591.937644392776,None,2591.937644392776,None,2591.937644392776,None,2591.937644392776,None,1,2591.937644392776,None,2594.8554510558606,None,2594.8554510558606,None,2594.8554510558606,None,2594.8554510558606,None,2594.8554510558606,None,2594.8554510558606,None,2594.8554510558606,None,2598.8569898590795,None,2598.8569898590795,None,2598.8569898590795,None,2598.8569898590795,None,2598.8569898590795,None,2598.8569898590795,None,2598.8569898590795,None,2608.3439569096663,None,2599.8407503497438,None,2600.8410802532453,None,0.46,7.502821619156748,2603.842212036776,None,None,2603.842212036776,None,2.8847123151645064,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,5.7,,,,,,,,,0,2,2,2,0,6,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.46,-0.54,-3.950000000000001,11.510000000000002,5.7,-5.810000000000001,-0.055000000000000604,gamble,win,5.7,65.9095833333333,2610.36140755855,None,2610.36140755855,None,2610.36140755855,None,2610.36140755855,None,2610.36140755855,None,2610.36140755855,None,2610.36140755855,None,1,2610.36140755855,None,2611.5285201762454,None,2611.5285201762454,None,2611.5285201762454,None,2611.5285201762454,None,2611.5285201762454,None,2611.5285201762454,None,2611.5285201762454,None,2615.5300298609072,None,2615.5300298609072,None,2615.5300298609072,None,2615.5300298609072,None,2615.5300298609072,None,2615.5300298609072,None,2615.5300298609072,None,2616.5137730724528,None,,,,,,,,,,,,1.1340131500619464,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,0.3,,,,,,,,,0,2,2,2,0,7,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.46,-0.54,-4.490000000000001,12.05,0.3,-11.75,-5.725,certain,certain,-5.725,60.1845833333333,2618.5312176416046,None,2618.5312176416046,None,2618.5312176416046,None,2618.5312176416046,None,2618.5312176416046,None,2618.5312176416046,None,2618.5312176416046,None,3,2618.5312176416046,None,2620.4486537632183,None,2620.4486537632183,None,2620.4486537632183,None,2620.4486537632183,None,2620.4486537632183,None,2620.4486537632183,None,2620.4486537632183,None,2624.4501576881157,None,2624.4501576881157,None,2624.4501576881157,None,2624.4501576881157,None,2624.4501576881157,None,2624.4501576881157,None,2624.4501576881157,None,2633.9371442577685,None,2625.4338717811042,None,2626.4342548020068,None,0.43,7.502820659196004,2629.435397144989,None,None,2629.435397144989,None,1.8842988958349451,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,0.9,,,,,,,,,0,2,2,2,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.43,-0.5700000000000001,-5.060000000000001,13.040000000000003,0.9,-12.140000000000002,-5.620000000000001,certain,certain,-5.620000000000001,54.5645833333333,2635.9545856270706,None,2635.9545856270706,None,2635.9545856270706,None,2635.9545856270706,None,2635.9545856270706,None,2635.9545856270706,None,2635.9545856270706,None,3,2635.9545856270706,None,2637.6219545520144,None,2637.6219545520144,None,2637.6219545520144,None,2637.6219545520144,None,2637.6219545520144,None,2637.6219545520144,None,2637.6219545520144,None,2641.6235010348028,None,2641.6235010348028,None,2641.6235010348028,None,2641.6235010348028,None,2641.6235010348028,None,2641.6235010348028,None,2641.6235010348028,None,2642.607152730925,None,,,,,,,,,,,,1.6340400287299417,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,11.1,,,,,,,,,0,2,2,2,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.43,-0.5700000000000001,-5.630000000000002,13.610000000000003,11.1,-2.5100000000000033,-1.2550000000000017,gamble,win,11.1,65.6645833333333,2644.624647857563,None,2644.624647857563,None,2644.624647857563,None,2644.624647857563,None,2644.624647857563,None,2644.624647857563,None,2644.624647857563,None,1,2644.624647857563,None,2646.875495175249,None,2646.875495175249,None,2646.875495175249,None,2646.875495175249,None,2646.875495175249,None,2646.875495175249,None,2646.875495175249,None,2650.8603036136483,None,2650.8603036136483,None,2650.8603036136483,None,2650.8603036136483,None,2650.8603036136483,None,2650.8603036136483,None,2650.8603036136483,None,2651.8607711102813,None,,,,,,,,,,,,2.2177254511625506,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,6.3,,,,,,,,,0,2,2,2,0,10,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.43,-0.5700000000000001,-6.200000000000002,14.180000000000003,6.3,-7.8800000000000034,-0.7900000000000018,gamble,win,6.3,71.9645833333333,2653.8781340835267,None,2653.8781340835267,None,2653.8781340835267,None,2653.8781340835267,None,2653.8781340835267,None,2653.8781340835267,None,2653.8781340835267,None,1,2653.8781340835267,None,2656.179033302644,None,2656.179033302644,None,2656.179033302644,None,2656.179033302644,None,2656.179033302644,None,2656.179033302644,None,2656.179033302644,None,2660.1805772255757,None,2660.1805772255757,None,2660.1805772255757,None,2660.1805772255757,None,2660.1805772255757,None,2660.1805772255757,None,2660.1805772255757,None,2669.6675564355683,None,2661.1642849188647,None,2662.1646704996238,None,0.43,7.502825778909028,2665.165810602717,None,None,2665.165810602717,None,2.267799111432396,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,3.5,,,,,,,,,0,2,2,2,0,11,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.43,-0.5700000000000001,-6.770000000000002,14.750000000000004,3.5,-11.250000000000004,-3.8750000000000018,certain,certain,-3.8750000000000018,68.0895833333333,2671.6850038846023,None,2671.6850038846023,None,2671.6850038846023,None,2671.6850038846023,None,2671.6850038846023,None,2671.6850038846023,None,2671.6850038846023,None,3,2671.6850038846023,None,2673.735789189406,None,2673.735789189406,None,2673.735789189406,None,2673.735789189406,None,2673.735789189406,None,2673.735789189406,None,2673.735789189406,None,2677.7373321523773,None,2677.7373321523773,None,2677.7373321523773,None,2677.7373321523773,None,2677.7373321523773,None,2677.7373321523773,None,2677.7373321523773,None,2678.721041765588,None,,,,,,,,,,,,2.017681357334368,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,4.5,,,,,,,,,0,2,2,2,0,12,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.43,-0.5700000000000001,-7.3400000000000025,15.320000000000004,4.5,-10.820000000000004,-3.160000000000002,gamble,win,4.5,72.5895833333333,2680.7384888946544,None,2680.7384888946544,None,2680.7384888946544,None,2680.7384888946544,None,2680.7384888946544,None,2680.7384888946544,None,2680.7384888946544,None,1,2680.7384888946544,None,2683.456198666536,None,2683.456198666536,None,2683.456198666536,None,2683.456198666536,None,2683.456198666536,None,2683.456198666536,None,2683.456198666536,None,2687.457711871015,None,2687.457711871015,None,2687.457711871015,None,2687.457711871015,None,2687.457711871015,None,2687.457711871015,None,2687.457711871015,None,2696.944720519532,None,2688.4414490028867,None,2689.441832663724,None,0.45,7.502456517366227,2692.442974046746,None,None,2692.442974046746,None,2.6844365529250354,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,6.1,,,,,,,,,0,2,2,2,0,13,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.45,-0.55,-7.890000000000002,15.590000000000003,6.1,-9.490000000000004,-1.695000000000002,gamble,win,6.1,78.68958333333329,2698.9621670086053,None,2698.9621670086053,None,2698.9621670086053,None,2698.9621670086053,None,2698.9621670086053,None,2698.9621670086053,None,2698.9621670086053,None,1,2698.9621670086053,None,2700.446045253426,None,2700.446045253426,None,2700.446045253426,None,2700.446045253426,None,2700.446045253426,None,2700.446045253426,None,2700.446045253426,None,2704.447583736619,None,2704.447583736619,None,2704.447583736619,None,2704.447583736619,None,2704.447583736619,None,2704.447583736619,None,2704.447583736619,None,2705.4313224683865,None,,,,,,,,,,,,1.4508094955817796,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,9.1,,,,,,,,,0,2,2,2,0,14,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.45,-0.55,-8.440000000000003,-2.628333333333334,9.1,6.471666666666666,3.235833333333333,gamble,lose,6.471666666666666,85.16124999999995,2707.4487727972446,None,2707.4487727972446,None,2707.4487727972446,None,2707.4487727972446,None,2707.4487727972446,None,2707.4487727972446,None,2707.4487727972446,None,1,2707.4487727972446,None,2708.8325856373413,None,2708.8325856373413,None,2708.8325856373413,None,2708.8325856373413,None,2708.8325856373413,None,2708.8325856373413,None,2708.8325856373413,None,2712.817462232255,None,2712.817462232255,None,2712.817462232255,None,2712.817462232255,None,2712.817462232255,None,2712.817462232255,None,2712.817462232255,None,2713.817884931166,None,,,,,,,,,,,,1.3507687296369113,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,-0.3,,,,,,,,,0,2,2,2,0,15,15,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.45,-0.55,-8.990000000000004,-2.6741666666666672,-0.3,-2.974166666666667,-1.6370833333333334,gamble,lose,-2.974166666666667,82.18708333333329,2715.835384857608,None,2715.835384857608,None,2715.835384857608,None,2715.835384857608,None,2715.835384857608,None,2715.835384857608,None,2715.835384857608,None,None,2715.835384857608,None,2718.836470883398,None,2718.836470883398,None,2718.836470883398,None,2718.836470883398,None,2718.836470883398,None,2718.836470883398,None,2718.836470883398,None,2722.8380176861538,None,2722.8380176861538,None,2722.8380176861538,None,2722.8380176861538,None,2722.8380176861538,None,2722.8380176861538,None,2722.8380176861538,None,2732.325000735931,None,2723.821700740722,None,2724.8221135201165,None,0.41,7.50279890029924,2727.823269942368,None,None,2727.823269942368,None,,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,8.1,,,,,,,,,0,2,2,2,0,16,16,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.41,-0.5900000000000001,-9.580000000000004,17.840000000000003,8.1,-9.740000000000004,-0.8200000000000021,gamble,win,8.1,90.28708333333329,2734.3424539446714,None,2734.3424539446714,None,2734.3424539446714,None,2734.3424539446714,None,2734.3424539446714,None,2734.3424539446714,None,2734.3424539446714,None,1,2734.3424539446714,None,2735.8596994837862,None,2735.8596994837862,None,2735.8596994837862,None,2735.8596994837862,None,2735.8596994837862,None,2735.8596994837862,None,2735.8596994837862,None,2739.8612363670836,None,2739.8612363670836,None,2739.8612363670836,None,2739.8612363670836,None,2739.8612363670836,None,2739.8612363670836,None,2739.8612363670836,None,2740.8449367007706,None,,,,,,,,,,,,1.4841985488310456,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,9.9,,,,,,,,,0,2,2,2,0,17,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.41,-0.5900000000000001,-10.170000000000003,18.430000000000007,9.9,-8.530000000000006,0.684999999999997,gamble,win,9.9,100.18708333333329,2742.862398869067,None,2742.862398869067,None,2742.862398869067,None,2742.862398869067,None,2742.862398869067,None,2742.862398869067,None,2742.862398869067,None,1,2742.862398869067,None,2744.2129106515204,None,2744.2129106515204,None,2744.2129106515204,None,2744.2129106515204,None,2744.2129106515204,None,2744.2129106515204,None,2744.2129106515204,None,2748.1977792468388,None,2748.1977792468388,None,2748.1977792468388,None,2748.1977792468388,None,2748.1977792468388,None,2748.1977792468388,None,2748.1977792468388,None,2757.70143122453,None,2749.1981664275518,None,2750.198544968618,None,0.46,7.502836018393282,2753.1996841117507,None,None,2753.1996841117507,None,1.3174231942393817,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,3.7,,,,,,,,,0,2,2,2,0,18,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.46,-0.54,-10.710000000000004,-2.7825000000000006,3.7,0.9174999999999995,0.45874999999999977,gamble,lose,0.9174999999999995,101.1045833333333,2759.718886353192,None,2759.718886353192,None,2759.718886353192,None,2759.718886353192,None,2759.718886353192,None,2759.718886353192,None,2759.718886353192,None,1,2759.718886353192,None,2761.619611628994,None,2761.619611628994,None,2761.619611628994,None,2761.619611628994,None,2761.619611628994,None,2761.619611628994,None,2761.619611628994,None,2765.6044763845275,None,2765.6044763845275,None,2765.6044763845275,None,2765.6044763845275,None,2765.6044763845275,None,2765.6044763845275,None,2765.6044763845275,None,2766.604857805476,None,,,,,,,,,,,,1.8676382874837145,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,2.7,,,,,,,,,0,2,2,2,0,19,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.46,-0.54,-11.250000000000004,18.810000000000002,2.7,-16.110000000000003,-6.705000000000002,gamble,win,2.7,103.8045833333333,2768.622368931363,None,2768.622368931363,None,2768.622368931363,None,2768.622368931363,None,2768.622368931363,None,2768.622368931363,None,2768.622368931363,None,1,2768.622368931363,None,2770.13955879322,None,2770.13955879322,None,2770.13955879322,None,2770.13955879322,None,2770.13955879322,None,2770.13955879322,None,2770.13955879322,None,2774.141099196335,None,2774.141099196335,None,2774.141099196335,None,2774.141099196335,None,2774.141099196335,None,2774.141099196335,None,2774.141099196335,None,2783.628136003448,None,2775.1248049697606,None,2776.125191510422,None,0.45,7.502821619156748,2779.126389530604,None,None,2779.126389530604,None,1.4840910341590643,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,7.9,,,,,,,,,0,2,2,2,0,20,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.45,-0.55,-11.800000000000004,-2.908333333333334,7.9,4.991666666666666,2.495833333333333,gamble,lose,4.991666666666666,108.79624999999996,2785.6455968918162,None,2785.6455968918162,None,2785.6455968918162,None,2785.6455968918162,None,2785.6455968918162,None,2785.6455968918162,None,2785.6455968918162,None,1,2785.6455968918162,None,2787.046053061029,None,2787.046053061029,None,2787.046053061029,None,2787.046053061029,None,2787.046053061029,None,2787.046053061029,None,2787.046053061029,None,2791.030967414088,None,2791.030967414088,None,2791.030967414088,None,2791.030967414088,None,2791.030967414088,None,2791.030967414088,None,2791.030967414088,None,2792.0313033973216,None,,,,,,,,,,,,1.3673797404044308,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,7.1,,,,,,,,,0,2,2,2,0,21,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.45,-0.55,-12.350000000000005,20.050000000000004,7.1,-12.950000000000005,-2.9250000000000025,gamble,win,7.1,115.89624999999995,2794.048753406212,None,2794.048753406212,None,2794.048753406212,None,2794.048753406212,None,2794.048753406212,None,2794.048753406212,None,2794.048753406212,None,1,2794.048753406212,None,2795.666040351265,None,2795.666040351265,None,2795.666040351265,None,2795.666040351265,None,2795.666040351265,None,2795.666040351265,None,2795.666040351265,None,2799.6675810743473,None,2799.6675810743473,None,2799.6675810743473,None,2799.6675810743473,None,2799.6675810743473,None,2799.6675810743473,None,2799.6675810743473,None,2800.6512484496925,None,,,,,,,,,,,,1.5841801177011803,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,10.3,,,,,,,,,0,2,2,2,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.45,-0.55,-12.900000000000006,20.60000000000001,10.3,-10.300000000000008,-3.552713678800501e-15,gamble,win,10.3,126.19624999999995,2802.668764055299,None,2802.668764055299,None,2802.668764055299,None,2802.668764055299,None,2802.668764055299,None,2802.668764055299,None,2802.668764055299,None,None,2802.668764055299,None,2805.669894878869,None,2805.669894878869,None,2805.669894878869,None,2805.669894878869,None,2805.669894878869,None,2805.669894878869,None,2805.669894878869,None,2809.6714359219186,None,2809.6714359219186,None,2809.6714359219186,None,2809.6714359219186,None,2809.6714359219186,None,2809.6714359219186,None,2809.6714359219186,None,2819.1584186517284,None,2810.655132095795,None,2811.6555359156337,None,0.53,7.50281233957503,2814.656670899014,None,None,2814.656670899014,None,,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,-1.3,,,,,,,,,0,2,2,2,0,23,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.53,-0.47,-13.370000000000006,19.950000000000006,-1.3,-21.250000000000007,-11.275000000000004,gamble,win,-1.3,124.89624999999995,2821.175920178066,None,2821.175920178066,None,2821.175920178066,None,2821.175920178066,None,2821.175920178066,None,2821.175920178066,None,2821.175920178066,None,None,2821.175920178066,None,2824.177012923523,None,2824.177012923523,None,2824.177012923523,None,2824.177012923523,None,2824.177012923523,None,2824.177012923523,None,2824.177012923523,None,2828.178549166827,None,2828.178549166827,None,2828.178549166827,None,2828.178549166827,None,2828.178549166827,None,2828.178549166827,None,2828.178549166827,None,2829.162260699959,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,5.5,,,,,,,,,0,2,2,2,0,24,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.53,-0.47,-13.840000000000007,20.42000000000001,5.5,-14.920000000000009,-4.710000000000004,gamble,win,5.5,130.39624999999995,2831.1797100688564,None,2831.1797100688564,None,2831.1797100688564,None,2831.1797100688564,None,2831.1797100688564,None,2831.1797100688564,None,2831.1797100688564,None,1,2831.1797100688564,None,2832.530227611016,None,2832.530227611016,None,2832.530227611016,None,2832.530227611016,None,2832.530227611016,None,2832.530227611016,None,2832.530227611016,None,2836.5317696140846,None,2836.5317696140846,None,2836.5317696140846,None,2836.5317696140846,None,2836.5317696140846,None,2836.5317696140846,None,2836.5317696140846,None,2846.018752663862,None,2837.515404671023,None,2838.515860968211,None,0.46,7.5028248190064915,2841.517001711298,None,None,2841.517001711298,None,1.3174689519801177,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,7.3,,,,,,,,,0,2,2,2,0,25,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.46,-0.54,-14.380000000000006,-3.088333333333334,7.3,4.211666666666666,2.105833333333333,gamble,lose,4.211666666666666,134.60791666666663,2848.036197873007,None,2848.036197873007,None,2848.036197873007,None,2848.036197873007,None,2848.036197873007,None,2848.036197873007,None,2848.036197873007,None,1,2848.036197873007,None,2849.153311706672,None,2849.153311706672,None,2849.153311706672,None,2849.153311706672,None,2849.153311706672,None,2849.153311706672,None,2849.153311706672,None,2853.138147983642,None,2853.138147983642,None,2853.138147983642,None,2853.138147983642,None,2853.138147983642,None,2853.138147983642,None,2853.138147983642,None,2854.1385434839176,None,,,,,,,,,,,,1.0840022065676749,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,3,1,1.9,,,,,,,,,0,2,2,2,0,26,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.46,-0.54,-14.920000000000005,22.480000000000004,1.9,-20.580000000000005,-9.340000000000003,gamble,win,1.9,136.50791666666663,2856.155985493213,None,2856.155985493213,None,2856.155985493213,None,2856.155985493213,None,2856.155985493213,None,2856.155985493213,None,2856.155985493213,None,1,2856.155985493213,None,2857.9066657792428,None,2857.9066657792428,None,2857.9066657792428,None,2857.9066657792428,None,2857.9066657792428,None,2857.9066657792428,None,2857.9066657792428,None,2861.8915206152597,None,2861.8915206152597,None,2861.8915206152597,None,2861.8915206152597,None,2861.8915206152597,None,2861.8915206152597,None,2861.8915206152597,None,2871.3951879522065,None,2862.891912595718,None,2863.8923023362877,None,0.46,7.502786740893498,2866.8934382795705,None,None,2866.8934382795705,None,1.7175801784032956,,,,,,,,,,,,,,,,,,,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2873.395947594312,None,4,55.48822234792169,2873.395947594312,None,136.50791666666663,4,2928.917324767157,None,2928.917324767157,None,2928.917324767157,None,4,6.969537520664744,2928.917324767157,None,24227,2019_Nov_04_1123,Mmi_3levels,3.1.5,59.95790683475802,
