isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross_started,outcome1Box_stopped,choiceKey_rt,choiceKey_started,outcome1Box_2_stopped,outcome1Box_3_stopped,fixCross_ITI_stopped,fixCross_ISI_stopped,happyText_stopped,happySlider_rt,happySlider_started,happySlider_stopped,trial_sample,choice_sample,outcome_sample,happyText_sample,happySlider_sample,fixCross_ITI_sample
True,True,0.89,-0.11,-1.49,3.03,11.9,8.87,4.435,gamble,win,11.9,43.62,1253.00106746017,None,0.767201836802997,1253.00106746017,None,None,None,None,None,7.50289951765444,1262.78815394337,None,173869,174830,179611,182012,185613,191037
True,True,0.89,-0.11,-1.6,3.14,11.5,8.36,4.18,gamble,win,11.5,55.12,1269.3072448743,None,0.917278872337192,1269.3072448743,None,None,None,,,NaN,NaN,,193437,194577,199379,0,0,200580
True,False,0.89,-0.11,-1.71,3.25,4.5,1.25,0.625,gamble,win,4.5,59.62,1277.26024206646,None,1.28408809110988,1277.26024206646,None,None,None,,,NaN,NaN,,202980,204561,209343,0,0,210565
True,True,0.89,-0.11,-1.82,3.36,10.5,7.14,3.57,gamble,win,10.5,70.12,1285.58007439587,None,0.83395329862833,1285.58007439587,None,None,None,None,None,7.50275232584681,1295.43378754787,None,212965,214005,218786,221188,224789,230212
True,False,0.94,-0.0600000000000001,-1.88,2.72,5.9,3.18,1.59,gamble,win,5.9,76.02,1301.95294183528,None,0.833898581680842,1301.95294183528,None,None,None,,,NaN,NaN,,232612,233652,238434,0,0,239656
False,True,0.94,-0.0600000000000001,-1.94,-0.371666666666667,4.1,3.72833333333333,1.86416666666667,gamble,lose,3.72833333333333,79.7483333333333,1309.82258401532,None,0.800609885831363,1309.82258401532,None,None,None,None,None,7.50275648559909,1319.64293423563,None,242056,243056,247838,250239,253840,259263
False,False,0.94,-0.0600000000000001,-2,-0.376666666666667,5.3,4.92333333333333,2.46166666666667,gamble,lose,4.92333333333333,84.6716666666667,1326.16215891915,None,0.767134000430815,1326.16215891915,None,None,None,,,NaN,NaN,,261663,262623,267406,0,0,268627
True,True,0.94,-0.0600000000000001,-2.06,2.9,2.3,-0.600000000000001,0.85,certain,certain,0.85,85.5216666666667,1333.96506403643,None,1.63425440166611,1333.96506403643,None,None,None,,,NaN,NaN,,271027,273028,277810,0,0,279031
False,True,0.94,-0.0600000000000001,-2.12,-0.386666666666667,2.5,2.11333333333333,1.05666666666667,gamble,lose,2.11333333333333,87.635,1342.63500923943,None,0.800657883170061,1342.63500923943,None,None,None,None,None,7.50261345366016,1352.45537961868,None,281431,282432,287234,289614,293216,298639
False,True,0.91,-0.09,-2.21,-0.499166666666667,12.3,11.8008333333333,5.90041666666667,gamble,lose,11.8008333333333,99.4358333333333,1358.97453230619,None,0.700510851456784,1358.97453230619,None,None,None,,,NaN,NaN,,301039,301919,306701,0,0,307923
True,False,0.91,-0.09,-2.3,3.56,11.3,7.74,3.87,gamble,win,11.3,110.735833333333,1366.7107573176,None,0.800611165817827,1366.7107573176,None,None,None,None,None,7.50278336415067,1376.53112897673,None,310323,311323,316105,318506,322107,327530
True,False,0.92,-0.08,-2.38,3.5,8.3,4.8,2.4,gamble,win,8.3,119.035833333333,1383.05033702112,None,0.950589326908812,1383.05033702112,None,None,None,,,NaN,NaN,,329930,331111,335892,0,0,337114
False,True,0.92,-0.08,-2.46,-0.485,-0.5,-0.985,-0.7425,certain,certain,-0.7425,118.293333333333,1391.03662962874,None,2.15108049940318,1391.03662962874,None,None,None,None,None,7.50281664216891,1402.20752149879,None,339514,342135,346937,349318,352919,358343
True,False,0.89,-0.11,-2.57,4.11,7.7,3.59,1.795,gamble,win,7.7,125.993333333333,1408.72666458681,None,0.750419736607,1408.72666458681,None,None,None,,,NaN,NaN,,360743,361683,366465,0,0,367686
True,False,0.89,-0.11,-2.68,4.22,-0.3,-4.52,-2.41,certain,certain,-2.41,123.583333333333,1416.51298503287,None,1.20071579993237,1416.51298503287,None,None,None,,,NaN,NaN,,370086,371567,376349,0,0,377570
True,False,0.89,-0.11,-2.79,4.33,0.5,-3.83,-1.665,certain,certain,-1.665,121.918333333333,1424.74939259398,None,0.700565248378552,1424.74939259398,None,None,None,None,None,7.50276032544207,1434.46978425211,None,379970,380850,385632,388033,391634,397037
True,False,0.92,0.92,0.92,-13.8,4.7,-9.1,-2.2,certain,certain,-2.2,119.718333333333,1454.17722847522,None,0.883890662109479,1454.17722847522,None,None,None,,,NaN,NaN,,415283,416384,421186,0,0,422387
True,True,0.92,0.92,1.84,-14.72,12.9,-1.82,-0.91,certain,certain,-0.91,118.808333333333,1462.09691873251,None,0.53379410749767,1462.09691873251,None,None,None,None,None,7.50280608283356,1471.65047301352,None,424787,425468,430270,432650,436252,441675
False,True,0.89,0.89,2.73,3.3425,3.025,-0.3175,1.35375,gamble,win,3.025,121.833333333333,1478.1697220155,None,0.76714200002607,1478.1697220155,None,None,None,,,NaN,NaN,,444075,445035,449817,0,0,451039
True,True,0.89,0.89,3.62,-16.08,9.5,-6.58,1.46,certain,certain,1.46,123.293333333333,1485.97257145599,None,1.5841890454758,1485.97257145599,None,None,None,None,None,7.50276864494663,1496.57657571172,None,453439,455379,460181,462562,466164,471587
False,False,0.91,0.91,4.53,3.5625,0.625,-2.9375,-1.15625,certain,certain,-1.15625,122.137083333333,1503.09570184071,None,1.46760773402639,1503.09570184071,None,None,None,,,NaN,NaN,,473987,475787,480569,0,0,481791
False,False,0.91,0.91,5.44,3.63833333333333,-0.225,-3.86333333333333,-2.04416666666667,certain,certain,-2.04416666666667,120.092916666667,1511.59900133591,None,1.5507739566965,1511.59900133591,None,None,None,,,NaN,NaN,,484191,486092,490893,0,0,492095
False,True,0.91,0.91,6.35,3.71416666666667,1.375,-2.33916666666667,-0.482083333333333,certain,certain,-0.482083333333333,119.610833333333,1520.18552625051,None,0.667178318020888,1520.18552625051,None,None,None,None,None,7.50277408456896,1529.87250697962,None,494495,495335,500137,502518,506119,511542
True,False,0.89,0.89,7.24,-19.7,2.7,-17,-7.15,certain,certain,-7.15,112.460833333333,1536.39171118417,None,1.78425048198551,1536.39171118417,None,None,None,,,NaN,NaN,,513942,516124,520925,0,0,522127
True,True,0.89,0.89,8.13,-20.59,-0.3,-20.89,-10.595,certain,certain,-10.595,101.865833333333,1545.21165854717,None,2.18440503324382,1545.21165854717,None,None,None,None,None,7.50228227220941,1556.41594150732,None,524527,527188,531989,534370,537972,543395
True,False,0.87,0.87,9,-21.18,10.1,-11.08,-0.49,certain,certain,-0.49,101.375833333333,1562.93503499799,None,0.783716431818902,1562.93503499799,None,None,None,,,NaN,NaN,,545795,546775,551577,0,0,552778
True,False,0.87,0.87,9.87,-22.05,13.5,-8.55,-4.275,gamble,lose,-8.55,92.8258333333333,1570.75476157339,None,2.11776812502649,1570.75476157339,None,None,None,,,NaN,NaN,,555178,557760,562561,0,0,563763
True,False,0.87,0.87,10.74,-22.92,8.7,-14.22,-2.76,certain,certain,-2.76,90.0658333333333,1579.9081299447,None,1.75096626579762,1579.9081299447,None,None,None,None,None,7.50280512298923,1590.67890502128,None,566163,568304,573106,575487,579088,584511
True,False,0.83,0.83,11.57,-23.19,3.7,-19.49,-7.895,certain,certain,-7.895,82.1708333333333,1597.19808106741,None,2.11770252871793,1597.19808106741,None,None,None,,,NaN,NaN,,586911,589492,594294,0,0,595495
True,False,0.83,0.83,12.4,-24.02,12.3,-11.72,0.290000000000003,certain,certain,0.290000000000003,82.4608333333333,1606.35149423627,None,0.683809386566281,1606.35149423627,None,None,None,None,None,7.50277152482886,1616.05515339144,None,597895,598756,603538,605939,609540,614963
False,False,0.88,0.88,13.28,4.18666666666667,3.125,-1.06166666666667,1.03166666666667,certain,certain,1.03166666666667,83.4925,1622.57427472062,None,0.733927860041149,1622.57427472062,None,None,None,,,NaN,NaN,,617363,618283,623065,0,0,624287
True,False,0.88,0.88,14.16,-26.48,7.5,-18.98,-5.74,certain,certain,-5.74,77.7525,1630.34388954216,None,1.78429399942979,1630.34388954216,None,None,None,None,None,7.50276064546779,1641.14799075248,None,626687,628867,633669,636050,639651,645075
False,True,0.86,0.86,15.02,4.26166666666667,2.225,-2.03666666666667,0.0941666666666667,certain,certain,0.0941666666666667,77.8466666666667,1647.66711272171,None,1.60086139186751,1647.66711272171,None,None,None,,,NaN,NaN,,647475,649436,654217,0,0,655439
True,False,0.86,0.86,15.88,-27.92,10.3,-17.62,-3.66,certain,certain,-3.66,74.1866666666667,1656.30377274868,None,1.13397105759941,1656.30377274868,None,None,None,,,NaN,NaN,,657839,659240,664041,0,0,665243
False,False,0.86,0.86,16.74,4.405,3.425,-0.98,1.2225,certain,certain,1.2225,75.4091666666667,1664.47347588534,None,1.18403417407535,1664.47347588534,None,None,None,None,None,7.5027059285203,1674.67737966671,None,667643,669103,673885,676286,679887,685311
True,True,0.88,0.88,17.62,-29.94,8.5,-21.44,-6.47,certain,certain,-6.47,68.9391666666667,1681.19650099589,None,1.16738742624875,1681.19650099589,None,None,None,,,NaN,NaN,,687711,689151,693953,0,0,695155
True,True,0.88,0.88,18.5,-30.82,7.7,-23.12,-7.71,gamble,lose,-23.12,45.8191666666667,1689.39963458048,None,1.4174406232778,1689.39963458048,None,None,None,None,None,7.502414744813,1699.83685073641,None,697555,699295,704097,706478,710080,715502
False,False,0.82,0.82,19.32,4.48,-0.275,-4.755,-2.515,certain,certain,-2.515,43.3041666666667,1706.35604694136,None,0.850398777751252,1706.35604694136,None,None,None,,,NaN,NaN,,717902,718963,0,0,0,0
False,True,0.82,0.82,20.14,4.54833333333333,3.275,-1.27333333333333,1.00083333333333,certain,certain,1.00083333333333,44.305,1714.24234386871,None,0.750551249133423,1714.24234386871,None,None,None,None,None,7.50274848612025,1724.0127151279,None,0,0,0,0,0,0
True,True,0.86,0.86,21,-33.04,13.9,-19.14,-2.62,certain,certain,-2.62,41.685,1730.53181629826,None,1.08404489338864,1730.53181629826,None,None,None,,,NaN,NaN,,0,0,0,0,0,0
False,True,0.86,0.86,21.86,4.83166666666667,1.675,-3.15666666666667,-0.740833333333333,certain,certain,-0.740833333333333,40.9441666666667,1738.65157183202,None,2.03418048587628,1738.65157183202,None,None,None,,,NaN,NaN,,0,0,0,0,0,0
True,True,0.86,0.86,22.72,-34.76,-0.7,-35.46,-18.08,gamble,lose,-35.46,5.48416666666667,1747.72170902428,None,NaN,1747.72170902428,None,None,None,None,None,7.50276000541635,1759.70951322722,None,0,0,0,0,0,0
True,False,0.83,0.83,23.55,-35.17,5.9,-29.27,-11.685,certain,certain,-11.685,-6.20083333333332,1766.22865919513,None,0.417111041722819,1766.22865919513,None,None,None,,,NaN,NaN,,0,0,0,0,0,0
True,False,0.89,-0.11,-0.11,1.65,4.3,2.65,1.325,certain,certain,1.325,-4.87583333333332,1787.36999848008,None,0.600480933091603,1787.36999848008,None,None,None,None,None,7.50279456353746,1796.99034326081,None,0,0,0,0,0,0
True,False,0.9,-0.1,-0.21,1.61,3.1,1.49,0.745,certain,certain,0.745,-4.13083333333332,1803.50943611155,None,0.634214404039085,1803.50943611155,None,None,None,,,NaN,NaN,,0,0,0,0,0,0
True,True,0.9,-0.1,-0.31,1.71,-0.5,-2.21,-1.355,certain,certain,-1.355,-5.48583333333332,1811.17912532901,None,1.86750533967279,1811.17912532901,None,None,None,,,NaN,NaN,,0,0,0,0,0,0
True,False,0.9,-0.1,-0.41,1.81,8.7,6.89,3.445,gamble,win,8.7,3.21416666666668,1820.08239410596,None,1.16717335826252,1820.08239410596,None,None,None,None,None,7.50270144862588,1830.26955674484,None,0,0,0,0,0,0
True,False,0.92,-0.08,-0.49,1.61,13.9,12.29,6.145,gamble,win,13.9,17.1141666666667,1836.78876190935,None,1.083981857053,1836.78876190935,None,None,None,,,NaN,NaN,,0,0,0,0,0,0
True,False,0.92,-0.08,-0.57,1.69,5.1,3.41,1.705,gamble,win,5.1,22.2141666666667,1844.90844480705,None,0.883992096409202,1844.90844480705,None,None,None,None,None,7.50274176639505,1854.81220219668,None,0,0,0,0,0,0
False,True,0.94,-0.0600000000000001,-0.63,-0.2625,7.3,7.0375,3.51875,gamble,lose,7.0375,29.2516666666667,1861.33133408532,None,0.717183197848499,1861.33133408532,None,None,None,,,NaN,NaN,,0,0,0,0,0,0
True,False,0.94,-0.0600000000000001,-0.69,1.53,9.1,7.57,3.785,gamble,win,9.1,38.3516666666667,1869.08426248131,None,0.650384698412381,1869.08426248131,None,None,None,None,None,7.50281312246807,1878.75463134062,None,0,0,0,0,0,0
False,False,0.93,-0.07,-0.76,-0.308333333333333,5.9,5.59166666666667,2.79583333333333,gamble,lose,5.59166666666667,43.9433333333333,1885.27375202987,None,0.733842424815521,1885.27375202987,None,None,None,,,NaN,NaN,,0,0,0,0,0,0
True,True,0.93,-0.07,-0.83,1.81,3.7,1.89,0.945000000000001,gamble,win,3.7,47.6433333333334,1893.04340460931,None,0.833862423780374,1893.04340460931,None,None,None,,,NaN,NaN,,0,0,0,0,0,0
True,False,0.93,-0.07,-0.9,1.88,5.7,3.82,1.91,gamble,win,5.7,53.3433333333334,1900.91299943207,None,0.883899941574782,1900.91299943207,None,None,None,None,None,7.50276416516863,1910.81671298412,None,0,0,0,0,0,0
False,False,0.94,-0.0600000000000001,-0.96,-0.29,1.1,0.81,0.955,gamble,lose,0.81,54.1533333333334,1917.33591494872,None,0.63379714731127,1917.33591494872,None,None,None,,,NaN,NaN,,0,0,0,0,0,0
True,True,0.94,-0.0600000000000001,-1.02,1.86,0.3,-1.56,-0.63,certain,certain,-0.63,53.5233333333334,1925.00548833259,None,1.55079955526162,1925.00548833259,None,None,None,None,None,7.50268576957751,1935.57609797851,None,0,0,0,0,0,0
True,True,0.94,-0.0600000000000001,-1.08,1.92,-1.1,-3.02,-2.06,certain,certain,-2.06,51.4633333333334,1942.09523978655,None,1.10067084233742,1942.09523978655,None,None,None,,,NaN,NaN,,0,0,0,0,0,0
False,False,0.94,-0.0600000000000001,-1.14,-0.305,3.3,2.995,1.4975,gamble,lose,2.995,54.4583333333333,1950.23172782327,None,0.933880822733045,1950.23172782327,None,None,None,,,NaN,NaN,,0,0,0,0,0,0
False,True,0.94,-0.0600000000000001,-1.2,-0.31,8.3,7.99,3.995,gamble,lose,7.99,62.4483333333334,1958.20137080317,None,0.883694193209521,1958.20137080317,None,None,None,None,None,7.50276512512937,1968.10510931385,None,0,0,0,0,0,0
True,False,0.93,-0.07,-1.27,2.25,3.5,1.25,0.625,gamble,win,3.5,65.9483333333334,1974.62421752384,None,0.950681481859647,1974.62421752384,None,None,None,,,NaN,NaN,,0,0,0,0,0,0
False,True,0.93,-0.07,-1.34,-0.356666666666666,7.9,7.54333333333333,3.77166666666667,gamble,lose,7.54333333333333,73.4916666666667,1982.61056740826,None,0.617194557096809,1982.61056740826,None,None,None,None,None,7.50273408694193,1992.24753845786,None,0,0,0,0,0,0
True,True,0.93,-0.07,-1.41,2.39,13.3,10.91,5.455,gamble,win,13.3,86.7916666666667,1998.76668634557,None,0.600495972204953,1998.76668634557,None,None,None,,,NaN,NaN,,0,0,0,0,0,0
True,False,0.93,-0.07,-1.48,2.46,8.9,6.44,3.22,gamble,win,8.9,95.6916666666667,2006.40291855659,None,1.30074891808908,2006.40291855659,None,None,None,None,None,7.51936227572151,2016.72347532539,None,0,0,0,0,0,0
True,True,0.93,-0.07,-1.55,2.53,2.7,0.170000000000002,1.435,gamble,win,2.7,98.3916666666667,2023.2592942795,None,0.683842344908044,2023.2592942795,None,None,None,,,NaN,NaN,,0,0,0,0,0,0
True,True,0.93,-0.07,-1.62,2.6,1.3,-1.3,6.66133814775094e-16,certain,certain,6.66133814775094e-16,98.3916666666667,2030.97889590182,None,1.28410249028821,2030.97889590182,None,None,None,,,NaN,NaN,,0,0,0,0,0,0
True,True,0.93,-0.07,-1.69,2.67,7.7,5.03,2.515,gamble,win,7.7,106.091666666667,2039.29874007055,None,0.983944579144008,2039.29874007055,None,None,None,None,None,7.50276128540281,2049.3024745814,None,0,0,0,0,0,0
True,False,0.93,-0.07,-1.76,2.74,9.5,6.76,3.38,gamble,win,9.5,115.591666666667,2055.82162406901,None,1.06731751014013,2055.82162406901,None,None,None,,,NaN,NaN,,0,0,0,0,0,0
True,True,0.93,-0.07,-1.83,2.81,9.3,6.49,3.245,gamble,win,9.3,124.891666666667,2063.92468613759,None,0.600477413274348,2063.92468613759,None,None,None,None,None,7.50274624617305,2073.54498388094,None,0,0,0,0,0,0
False,True,0.92,-0.08,-1.91,-0.439166666666666,2.5,2.06083333333333,1.03041666666667,gamble,lose,2.06083333333333,126.9525,2080.06418392574,None,0.800544289522804,2080.06418392574,None,None,None,,,NaN,NaN,,0,0,0,0,0,0
True,False,0.92,-0.08,-1.99,3.11,2.1,-1.01,0.545000000000001,certain,certain,0.545000000000001,127.4975,2087.9004305359,None,2.48452902631834,2087.9004305359,None,None,None,None,None,7.50262241309974,2099.40477253275,None,0,0,0,0,0,0
